Day; Zone
24;309
24;291
24;201
24;454
24;307
24;329
24;246
24;300
24;37
24;91
24;87
24;420
24;169
24;110
24;41
24;78
24;150
24;264
24;14
24;11
24;91
24;301
24;54
24;412
24;76
24;169
24;313
24;342
24;451
24;124
24;67
24;156
24;152
24;141
24;307
24;9
24;143
24;376
24;615
24;42
24;164
24;191
24;389
24;34
24;95
24;454
24;272
24;71
24;215
24;275
24;430
24;374
24;48
24;156
24;30
24;613
24;195
24;620
24;56
24;628
24;7
24;213
24;41
24;173
24;302
24;362
24;409
24;260
24;449
24;281
24;158
24;139
24;27
24;34
24;293
24;6
24;171
24;166
24;135
24;367
24;65
24;271
24;220
24;311
24;362
24;312
24;444
24;308
24;54
24;12
24;32
24;67
24;306
24;38
24;7
24;443
24;104
24;210
24;440
24;427
24;633
24;393
24;76
24;337
24;65
24;57
24;187
24;635
24;270
24;362
24;471
24;306
24;202
24;428
24;197
24;311
24;73
24;304
24;401
24;24
24;398
24;176
24;145
24;199
24;51
24;40
24;283
24;24
24;140
24;94
24;617
24;84
24;403
24;139
24;135
24;444
24;285
24;358
24;145
24;344
24;357
24;202
24;138
24;651
24;307
24;16
24;374
24;362
24;613
24;146
24;257
24;303
24;181
24;37
24;319
24;414
24;13
24;309
24;209
24;220
24;275
24;24
24;231
24;298
24;30
24;395
24;361
24;293
24;327
24;354
24;32
24;450
24;67
24;601
24;142
24;277
24;213
24;81
24;51
24;390
24;439
24;298
24;212
24;208
24;51
24;370
24;422
24;450
24;51
24;111
24;92
24;281
24;209
24;90
24;276
24;108
24;80
24;99
24;331
24;224
24;27
24;223
24;207
24;317
24;319
24;42
24;68
24;303
24;415
24;222
24;90
24;324
24;615
24;311
24;168
24;81
24;432
24;204
24;166
24;339
24;141
24;141
24;77
24;296
24;320
24;444
24;309
24;25
24;331
24;209
24;312
24;436
24;304
24;256
24;100
24;293
24;258
24;453
24;345
24;310
24;293
24;482
24;154
24;135
24;63
24;51
24;304
24;368
24;294
24;214
24;21
24;59
24;164
24;345
24;206
24;122
24;159
24;162
24;130
24;219
24;32
24;49
24;94
24;456
24;185
24;312
24;604
24;425
24;428
24;376
24;301
24;124
24;113
24;291
24;92
24;188
24;463
24;45
24;367
24;80
24;298
24;284
24;212
24;171
24;90
24;65
24;276
24;166
24;422
24;124
24;221
24;282
24;397
24;400
24;70
24;166
24;613
24;446
24;300
24;202
24;180
24;181
24;604
24;182
24;94
24;24
24;449
24;24
24;294
24;276
24;51
24;52
24;58
24;397
24;84
24;139
24;108
24;376
24;28
24;74
24;344
24;129
24;45
24;339
24;6
24;604
24;59
24;162
24;308
24;197
24;222
24;283
24;42
24;446
24;204
24;113
24;221
24;602
24;222
24;277
24;255
24;255
24;443
24;435
24;168
24;357
24;121
24;296
24;317
24;165
24;219
24;345
24;25
24;154
24;313
24;298
24;608
24;22
24;41
24;34
24;629
24;49
24;352
24;437
24;219
24;144
24;210
24;623
24;452
24;334
24;110
24;237
24;140
24;379
24;53
24;306
24;329
24;137
24;166
24;636
24;22
24;114
24;603
24;41
24;78
24;155
24;329
24;317
24;159
24;430
24;306
24;37
24;386
24;303
24;184
24;294
24;10
24;50
24;168
24;296
24;330
24;446
24;40
24;279
24;40
24;86
24;283
24;144
24;51
24;360
24;362
24;252
24;186
24;156
24;145
24;353
24;29
24;402
24;20
24;322
24;171
24;110
24;88
24;138
24;448
24;149
24;90
24;135
24;347
24;471
24;434
24;30
24;400
24;90
24;189
24;426
24;34
24;265
24;91
24;384
24;19
24;412
24;217
24;78
24;122
24;24
24;162
24;310
24;57
24;50
24;92
24;220
24;28
24;396
24;67
24;29
24;341
24;222
24;13
24;68
24;605
24;175
24;108
24;427
24;62
24;62
24;633
24;620
24;267
24;293
24;22
24;173
24;149
24;185
24;120
24;297
24;285
24;117
24;396
24;45
24;353
24;313
24;56
24;131
24;631
24;16
24;460
24;205
24;344
24;29
24;330
24;195
24;17
24;283
24;357
24;43
24;165
24;212
24;272
24;206
24;113
24;23
24;28
24;1
24;87
24;376
24;51
24;633
24;396
24;295
24;329
24;76
24;181
24;307
24;164
24;276
24;106
24;415
24;156
24;609
24;375
24;114
24;283
24;456
24;30
24;482
24;338
24;417
24;130
24;71
24;454
24;246
24;113
24;214
24;23
24;605
24;59
24;425
24;293
24;444
24;440
24;168
24;215
24;393
24;331
24;80
24;237
24;458
24;27
24;651
24;345
24;168
24;129
24;354
24;150
24;204
24;282
24;84
24;94
24;431
24;322
24;396
24;86
24;422
24;622
24;219
24;363
24;416
24;313
24;247
24;21
24;109
24;341
24;171
24;181
24;88
24;438
24;392
24;110
24;355
24;362
24;81
24;7
24;24
24;182
24;298
24;43
24;17
24;144
24;71
24;355
24;613
24;336
24;165
24;36
24;125
24;158
24;43
24;152
24;39
24;142
24;334
24;207
24;44
24;26
24;367
24;255
24;199
24;23
24;14
24;332
24;396
24;53
24;448
24;135
24;181
24;132
24;30
24;328
24;283
24;373
24;16
24;22
24;221
24;206
24;65
24;333
24;205
24;209
24;482
24;436
24;258
24;168
24;373
24;401
24;430
24;51
24;195
24;44
24;83
24;633
24;23
24;422
24;138
24;41
24;333
24;214
24;93
24;312
24;334
24;345
24;291
24;83
24;202
24;87
24;627
24;309
24;369
24;339
24;355
24;112
24;223
24;183
24;312
24;111
24;138
24;252
24;308
24;337
24;343
24;230
24;107
24;55
24;54
24;625
24;425
24;200
24;46
24;2
24;186
24;49
24;635
24;183
24;467
24;322
24;115
24;5
24;311
24;229
24;132
24;20
24;298
24;329
24;283
24;297
24;71
24;67
24;138
24;388
24;235
24;53
24;437
24;121
24;74
24;226
24;359
24;323
24;447
24;267
24;16
24;337
24;283
24;150
24;165
24;40
24;291
24;455
24;416
24;312
24;382
24;36
24;242
24;91
24;215
24;23
24;331
24;52
24;3
24;362
24;209
24;292
24;53
24;156
24;86
24;136
24;283
24;359
24;401
24;186
24;87
24;631
24;162
24;180
24;52
24;422
24;79
24;35
24;196
24;11
24;443
24;110
24;51
24;271
24;411
24;22
24;168
24;135
24;154
24;383
24;366
24;184
24;19
24;265
24;17
24;427
24;217
24;9
24;91
24;222
24;20
24;164
24;22
24;285
24;615
24;224
24;154
24;433
24;258
24;327
24;614
24;12
24;365
24;346
24;440
24;275
24;602
24;376
24;145
24;412
24;349
24;396
24;405
24;58
24;410
24;267
24;123
24;113
24;391
24;143
24;95
24;219
24;24
24;223
24;436
24;24
24;463
24;607
24;482
24;456
24;443
24;292
24;124
24;457
24;301
24;26
24;328
24;222
24;333
24;290
24;187
24;345
24;35
24;73
24;313
24;348
24;51
24;195
24;391
24;606
24;173
24;130
24;440
24;270
24;391
24;271
24;617
24;425
24;357
24;150
24;422
24;158
24;267
24;308
24;44
24;195
24;279
24;186
24;92
24;158
24;158
24;422
24;51
24;83
24;107
24;107
24;410
24;417
24;305
24;256
24;291
24;141
24;143
24;49
24;71
24;208
24;155
24;156
24;359
24;400
24;149
24;123
24;112
24;339
24;76
24;32
24;343
24;284
24;179
24;632
24;447
24;305
24;347
24;292
24;159
24;41
24;18
24;20
24;111
24;109
24;633
24;283
24;616
24;417
24;304
24;465
24;30
24;208
24;444
24;3
24;116
24;346
24;600
24;450
24;156
24;406
24;295
24;132
24;218
24;15
24;273
24;648
24;223
24;135
24;252
24;52
24;109
24;122
24;125
24;341
24;196
24;456
24;399
24;275
24;207
24;165
24;400
24;336
24;140
24;428
24;5
24;613
24;443
24;272
24;230
24;276
24;1
24;185
24;629
24;308
24;605
24;10
24;297
24;607
24;87
24;440
24;81
24;66
24;440
24;131
24;344
24;24
24;86
24;48
24;285
24;65
24;50
24;202
24;445
24;252
24;14
24;405
24;17
24;140
24;278
24;429
24;40
24;32
24;77
24;325
24;614
24;648
24;12
24;5
24;6
24;165
24;367
24;398
24;69
24;35
24;405
24;169
24;339
24;211
24;100
24;459
24;192
24;73
24;605
24;139
24;45
24;40
24;458
24;310
24;276
24;107
24;284
24;417
24;440
24;275
24;368
24;447
24;208
24;363
24;6
24;14
24;300
24;214
24;252
24;97
24;625
24;224
24;311
24;255
24;339
24;88
24;451
24;1
24;173
24;362
24;223
24;91
24;482
24;298
24;438
24;387
24;428
24;159
24;343
24;202
24;272
24;225
24;482
24;366
24;224
24;132
24;93
24;296
24;166
24;134
24;12
24;273
24;150
24;258
24;188
24;276
24;356
24;68
24;283
24;198
24;285
24;284
24;66
24;357
24;155
24;171
24;45
24;368
24;357
24;311
24;409
24;362
24;633
24;336
24;447
24;631
24;29
24;284
24;95
24;227
24;651
24;628
24;295
24;30
24;131
24;235
24;225
24;319
24;437
24;162
24;356
24;28
24;185
24;108
24;322
24;66
24;357
24;185
24;284
24;329
24;312
24;26
24;600
24;130
24;104
24;135
24;105
24;465
24;454
24;18
25;443
25;362
25;313
25;406
25;317
25;440
25;58
25;189
25;176
25;167
25;376
25;446
25;78
25;627
25;198
25;55
25;245
25;127
25;276
25;388
25;135
25;461
25;9
25;471
25;29
25;334
25;41
25;137
25;393
25;63
25;373
25;172
25;180
25;164
25;322
25;130
25;97
25;469
25;606
25;180
25;5
25;388
25;205
25;335
25;390
25;93
25;200
25;342
25;171
25;392
25;264
25;325
25;394
25;30
25;166
25;362
25;455
25;207
25;45
25;319
25;399
25;632
25;361
25;208
25;73
25;17
25;223
25;396
25;356
25;610
25;609
25;152
25;278
25;126
25;166
25;175
25;425
25;443
25;220
25;624
25;337
25;280
25;152
25;199
25;443
25;298
25;47
25;110
25;67
25;81
25;325
25;55
25;23
25;12
25;39
25;102
25;101
25;180
25;292
25;114
25;435
25;208
25;456
25;254
25;82
25;465
25;349
25;324
25;7
25;209
25;267
25;396
25;286
25;171
25;399
25;179
25;137
25;21
25;149
25;17
25;55
25;204
25;19
25;437
25;361
25;171
25;178
25;30
25;140
25;195
25;139
25;210
25;462
25;162
25;325
25;633
25;67
25;218
25;398
25;215
25;285
25;92
25;50
25;51
25;207
25;82
25;174
25;92
25;633
25;276
25;41
25;417
25;74
25;615
25;330
25;169
25;295
25;120
25;171
25;149
25;3
25;75
25;150
25;303
25;142
25;128
25;140
25;318
25;51
25;33
25;9
25;252
25;214
25;130
25;26
25;397
25;482
25;130
25;635
25;424
25;90
25;433
25;651
25;23
25;156
25;42
25;72
25;362
25;140
25;308
25;171
25;367
25;416
25;23
25;352
25;9
25;52
25;375
25;105
25;132
25;170
25;390
25;33
25;312
25;144
25;266
25;345
25;134
25;610
25;48
25;607
25;312
25;75
25;52
25;627
25;40
25;24
25;324
25;57
25;169
25;648
25;367
25;447
25;14
25;402
25;614
25;134
25;461
25;51
25;52
25;110
25;156
25;350
25;160
25;275
25;471
25;412
25;48
25;195
25;387
25;61
25;333
25;11
25;33
25;122
25;171
25;294
25;57
25;398
25;184
25;52
25;205
25;450
25;29
25;376
25;440
25;54
25;363
25;401
25;169
25;436
25;454
25;451
25;7
25;33
25;369
25;367
25;275
25;298
25;100
25;254
25;298
25;651
25;20
25;16
25;365
25;167
25;633
25;422
25;459
25;45
25;155
25;24
25;482
25;272
25;167
25;76
25;208
25;131
25;451
25;311
25;272
25;209
25;400
25;202
25;408
25;93
25;317
25;13
25;175
25;71
25;382
25;164
25;280
25;122
25;357
25;142
25;158
25;419
25;104
25;193
25;140
25;33
25;343
25;427
25;447
25;96
25;205
25;242
25;313
25;125
25;45
25;615
25;40
25;333
25;255
25;24
25;143
25;88
25;376
25;341
25;101
25;171
25;346
25;272
25;81
25;112
25;246
25;433
25;632
25;72
25;146
25;152
25;183
25;448
25;396
25;40
25;450
25;382
25;376
25;367
25;132
25;157
25;308
25;360
25;167
25;160
25;9
25;197
25;348
25;137
25;444
25;113
25;51
25;323
25;179
25;267
25;297
25;426
25;40
25;217
25;2
25;288
25;150
25;632
25;215
25;152
25;116
25;4
25;80
25;88
25;381
25;164
25;334
25;93
25;185
25;210
25;131
25;95
25;460
25;137
25;18
25;215
25;624
25;258
25;408
25;442
25;198
25;149
25;48
25;71
25;204
25;624
25;336
25;143
25;128
25;108
25;608
25;256
25;402
25;82
25;169
25;167
25;258
25;465
25;469
25;95
25;188
25;46
25;441
25;58
25;420
25;433
25;50
25;199
25;456
25;124
25;105
25;393
25;441
25;600
25;399
25;426
25;258
25;73
25;617
25;124
25;130
25;369
25;171
25;154
25;3
25;428
25;357
25;223
25;139
25;216
25;459
25;159
25;114
25;75
25;267
25;284
25;310
25;393
25;217
25;40
25;265
25;223
25;360
25;156
25;109
25;392
25;391
25;298
25;303
25;24
25;146
25;315
25;84
25;331
25;302
25;7
25;195
25;624
25;259
25;245
25;172
25;335
25;200
25;444
25;99
25;76
25;179
25;651
25;99
25;130
25;252
25;433
25;370
25;155
25;181
25;448
25;615
25;284
25;613
25;362
25;395
25;36
25;40
25;399
25;349
25;156
25;445
25;211
25;456
25;436
25;252
25;279
25;78
25;43
25;167
25;302
25;451
25;221
25;9
25;143
25;411
25;297
25;393
25;373
25;469
25;118
25;330
25;226
25;42
25;446
25;274
25;208
25;354
25;113
25;457
25;134
25;366
25;32
25;194
25;48
25;366
25;379
25;301
25;176
25;28
25;90
25;22
25;169
25;300
25;125
25;405
25;651
25;96
25;16
25;58
25;50
25;143
25;20
25;143
25;102
25;108
25;202
25;149
25;211
25;34
25;376
25;42
25;623
25;376
25;24
25;207
25;41
25;614
25;175
25;120
25;285
25;208
25;305
25;438
25;157
25;113
25;109
25;602
25;610
25;277
25;39
25;419
25;95
25;1
25;317
25;357
25;442
25;267
25;310
25;110
25;314
25;308
25;175
25;462
25;158
25;210
25;600
25;82
25;482
25;230
25;99
25;164
25;179
25;146
25;28
25;396
25;205
25;202
25;156
25;25
25;281
25;263
25;313
25;419
25;224
25;284
25;617
25;115
25;239
25;101
25;188
25;329
25;189
25;211
25;218
25;334
25;349
25;55
25;117
25;20
25;237
25;272
25;275
25;445
25;424
25;387
25;140
25;218
25;427
25;137
25;37
25;185
25;620
25;388
25;252
25;433
25;35
25;44
25;627
25;53
25;435
25;67
25;70
25;51
25;431
25;35
25;55
25;339
25;258
25;55
25;210
25;166
25;115
25;437
25;350
25;399
25;135
25;24
25;386
25;273
25;209
25;223
25;440
25;343
25;63
25;422
25;140
25;453
25;247
25;212
25;73
25;142
25;134
25;23
25;53
25;176
25;145
25;317
25;34
25;159
25;71
25;83
25;102
25;152
25;171
25;267
25;187
25;150
25;90
25;614
25;183
25;113
25;442
25;19
25;356
25;608
25;432
25;54
25;193
25;275
25;221
25;184
25;450
25;24
25;396
25;601
25;396
25;16
25;343
25;194
25;131
25;286
25;29
25;109
25;96
25;347
25;395
25;139
25;165
25;610
25;109
25;284
25;344
25;51
25;132
25;217
25;623
25;427
25;614
25;17
25;350
25;607
25;188
25;468
25;431
25;451
25;196
25;312
25;451
25;286
25;74
25;75
25;199
25;91
25;83
25;448
25;28
25;452
25;608
25;439
25;39
25;254
25;164
25;154
25;215
25;433
25;303
25;290
25;102
25;126
25;225
25;625
25;390
25;69
25;172
25;54
25;24
25;73
25;139
25;254
25;10
25;10
25;417
25;82
25;212
25;451
25;23
25;440
25;442
25;272
25;334
25;18
25;635
25;459
25;339
25;247
25;255
25;145
25;627
25;629
25;305
25;117
25;242
25;8
25;312
25;86
25;49
25;87
25;85
25;116
25;111
25;131
25;605
25;452
25;95
25;390
25;51
25;52
25;104
25;252
25;334
25;274
25;28
25;56
25;409
25;265
25;217
25;212
25;141
25;353
25;108
25;315
25;166
25;276
25;28
25;120
25;15
25;313
25;156
25;9
25;422
25;152
25;5
25;61
25;152
25;93
25;427
25;402
25;446
25;9
25;202
25;407
25;255
25;3
25;456
25;97
25;607
25;301
25;16
25;283
25;121
25;256
25;9
25;135
25;83
25;1
25;257
25;223
25;205
25;32
25;104
25;116
25;207
25;373
25;70
25;441
25;208
25;329
25;247
25;186
25;254
25;196
25;449
25;163
25;182
25;21
25;436
25;213
25;635
25;397
25;50
25;205
25;166
25;225
25;6
25;323
25;340
25;425
25;208
25;183
25;96
25;68
25;165
25;295
25;150
25;442
25;606
25;305
25;362
25;297
25;50
25;321
25;132
25;45
25;297
25;625
25;154
25;368
25;366
25;426
25;79
25;168
25;104
25;81
25;183
25;155
25;57
25;459
25;375
25;92
25;213
25;291
25;149
25;48
25;456
25;435
25;29
25;339
25;51
25;9
25;426
25;408
25;65
25;267
25;623
25;21
25;59
25;30
25;610
25;300
25;315
25;633
25;23
25;4
25;91
25;6
25;258
25;12
25;440
25;446
25;20
25;156
25;363
25;286
25;401
25;20
25;445
25;410
25;283
25;308
25;67
25;334
25;13
25;317
25;329
25;40
25;605
25;375
25;112
25;160
25;165
25;425
25;43
25;401
25;440
25;18
25;111
25;94
25;175
25;306
25;304
25;435
25;219
25;272
25;384
25;91
25;260
25;376
25;323
25;121
25;603
25;145
25;300
25;267
25;149
25;252
25;175
25;188
25;19
25;425
25;74
25;430
25;210
25;11
25;275
25;361
25;53
25;438
25;133
25;54
25;355
25;424
25;255
25;372
25;215
25;279
25;27
25;39
25;126
25;107
25;450
25;351
25;185
25;341
25;76
25;321
25;436
25;223
25;296
25;422
25;39
25;204
25;118
25;362
25;82
25;205
25;135
25;254
25;468
25;614
25;121
25;437
25;448
25;11
25;267
25;221
25;387
25;14
25;455
25;361
25;195
25;344
25;112
25;298
25;382
25;32
25;334
25;53
25;257
25;603
25;9
25;146
25;445
25;208
25;167
25;400
25;292
25;208
25;309
25;636
25;133
25;156
25;48
25;172
25;122
25;131
25;399
25;310
25;94
25;466
25;52
25;33
25;24
25;636
25;104
25;417
25;194
25;128
25;12
25;623
25;274
25;324
25;124
25;130
25;339
25;165
25;208
25;23
25;223
25;313
25;214
25;335
25;201
25;383
25;34
25;376
25;15
25;133
25;315
25;94
25;357
25;231
25;461
25;99
25;279
25;329
25;282
25;67
25;303
25;621
25;36
25;164
25;9
25;105
25;230
25;347
25;37
25;32
25;444
25;223
25;294
25;113
25;202
25;43
25;99
25;419
25;383
25;468
25;308
25;357
25;295
25;110
25;138
25;14
25;187
25;8
25;29
25;315
25;430
25;41
25;341
25;273
25;442
25;459
25;362
25;48
25;66
25;417
25;195
25;198
25;629
25;466
25;94
25;123
25;39
25;115
25;104
25;352
25;212
25;415
25;267
25;32
25;17
25;187
25;600
25;48
25;180
25;169
25;202
25;273
25;433
25;438
25;280
25;283
25;182
25;461
25;306
25;18
25;376
25;79
25;181
25;317
25;258
25;346
25;217
25;36
25;2
25;391
25;97
25;227
25;417
25;21
25;444
25;27
25;155
25;108
25;433
25;373
25;347
25;394
25;271
25;651
25;302
25;171
25;325
25;389
25;131
25;279
25;21
25;416
25;125
25;42
25;301
25;314
25;419
25;284
25;23
25;205
25;79
25;311
25;84
25;121
25;143
25;10
25;97
25;621
25;30
25;111
25;124
25;399
25;100
25;59
25;267
25;234
25;219
25;49
25;340
25;191
25;51
25;339
25;457
25;451
25;29
25;333
25;615
25;312
25;104
25;402
25;71
25;166
25;610
25;627
25;390
25;103
25;135
25;127
25;162
25;235
25;46
25;137
25;339
25;620
25;2
25;175
25;137
25;237
25;448
25;339
25;130
25;606
25;275
25;218
25;9
25;179
25;168
25;440
25;71
25;126
25;104
25;135
25;41
25;229
25;380
25;427
25;146
25;254
25;170
25;245
25;80
25;451
25;51
25;272
25;10
25;331
25;427
25;7
25;126
25;319
25;41
25;6
25;18
25;284
25;116
25;431
25;353
25;37
25;166
25;450
25;132
25;124
25;404
25;351
25;128
25;155
25;444
25;142
25;5
25;168
25;210
25;110
25;73
25;308
25;125
25;371
25;345
25;613
25;205
25;21
25;67
25;11
25;268
25;192
25;339
25;209
25;282
25;450
25;157
25;93
25;205
25;355
25;99
25;279
25;602
25;275
25;156
25;121
25;36
25;331
25;395
25;188
25;215
25;51
25;310
25;387
25;449
25;608
25;281
25;387
25;348
25;38
25;23
25;49
25;143
25;44
25;115
25;92
25;109
25;204
25;368
25;607
25;437
25;291
25;105
25;129
25;283
25;355
25;76
25;337
25;24
25;115
25;617
25;311
25;15
25;62
25;86
25;38
25;194
25;439
25;291
25;33
25;76
25;385
25;24
25;125
25;84
25;313
25;113
25;80
25;327
25;9
25;186
25;99
25;451
25;60
25;602
25;135
25;617
25;152
25;312
25;31
25;130
25;293
25;120
25;59
25;53
25;285
25;33
25;103
25;284
25;428
25;357
25;272
25;459
25;602
25;629
25;362
25;449
25;391
25;369
25;137
25;424
25;631
25;9
25;18
25;246
25;399
25;94
25;427
25;440
25;636
25;205
25;280
25;108
25;468
25;150
25;308
25;207
25;313
25;339
25;81
25;9
25;277
25;317
25;620
25;145
25;221
25;54
25;179
25;119
25;306
25;49
25;193
25;319
25;451
25;181
25;425
25;277
25;169
25;334
25;313
25;272
25;258
25;58
25;277
25;620
25;168
25;275
25;29
25;127
25;173
25;616
25;339
25;462
25;186
25;366
25;216
25;160
25;39
25;209
25;113
25;59
25;156
25;58
25;24
25;331
25;258
25;426
25;386
25;94
25;59
25;636
25;602
25;215
25;274
25;24
25;165
25;424
25;328
25;616
25;152
25;281
25;166
25;160
25;43
25;43
25;45
25;75
25;169
25;614
25;454
25;416
25;18
25;347
25;246
25;347
25;100
25;34
25;135
25;152
25;626
25;452
25;355
25;113
25;312
25;51
25;277
25;136
25;151
25;52
25;439
25;208
25;170
25;24
25;86
25;602
25;622
25;440
25;149
25;234
25;445
25;635
25;210
25;322
25;34
25;311
25;35
25;34
25;355
25;40
25;44
25;312
25;101
25;451
25;258
25;90
25;79
25;43
25;175
25;603
25;52
25;44
25;626
25;102
25;38
25;611
25;404
25;456
25;311
25;267
25;175
25;231
25;387
25;603
25;281
25;636
25;159
25;386
25;335
25;345
25;143
25;417
25;197
25;345
25;110
25;338
25;373
25;94
25;135
25;81
25;1
25;291
25;219
25;85
25;59
25;166
25;607
25;168
25;290
25;182
25;457
25;606
25;312
25;1
25;136
25;80
25;432
25;141
25;331
25;30
25;389
25;257
25;226
25;346
25;350
25;135
25;624
25;395
25;139
25;323
25;6
25;362
25;356
25;419
25;131
25;53
25;76
25;627
25;275
25;383
25;339
25;349
25;126
25;146
25;55
25;177
25;40
25;274
25;221
25;139
25;270
25;446
25;31
25;365
25;603
25;363
25;96
25;156
25;185
25;318
25;184
25;252
25;349
25;77
25;18
25;631
25;254
25;99
25;36
25;101
25;171
25;440
25;324
25;42
25;409
25;24
25;366
25;318
25;280
25;114
25;58
25;143
25;438
25;52
25;346
25;35
25;63
25;407
25;184
25;288
25;31
25;81
25;271
25;271
25;371
25;118
25;257
25;613
25;174
25;458
25;341
25;400
25;313
25;166
25;246
25;47
25;328
25;462
25;118
25;438
25;105
25;70
25;280
25;302
25;353
25;407
25;184
25;135
25;185
25;621
25;108
25;235
25;388
25;281
25;252
25;615
25;313
25;26
25;225
25;7
25;59
25;56
25;223
25;304
25;164
25;58
25;444
25;165
25;19
25;617
25;207
25;185
25;149
25;157
25;396
25;130
25;267
25;50
25;605
25;25
25;263
25;431
25;220
25;451
25;78
25;324
25;365
25;117
25;343
25;130
25;108
25;219
25;143
25;396
25;16
25;389
25;143
25;87
25;179
25;111
25;304
25;293
25;61
25;15
25;313
25;136
25;171
25;303
25;37
25;407
25;55
25;11
25;268
25;286
25;91
25;274
25;104
25;57
25;30
25;185
25;124
25;180
25;81
25;245
25;103
25;341
25;110
25;19
25;226
25;419
25;365
25;432
25;416
25;7
25;430
25;15
25;349
25;34
25;407
25;406
25;345
25;278
25;312
25;76
25;221
25;16
25;222
25;311
25;134
25;67
25;67
25;282
25;355
25;47
25;199
25;420
25;410
25;162
25;283
25;446
25;258
25;450
25;68
25;88
25;271
25;43
25;23
25;428
25;52
25;208
25;225
25;26
25;387
25;182
25;160
25;291
25;448
25;35
25;615
25;258
25;43
25;368
25;466
25;226
25;439
25;388
25;268
25;175
25;230
25;329
25;112
25;600
25;293
25;150
25;170
25;34
25;174
25;35
25;3
25;371
25;636
25;629
25;278
25;614
25;120
25;134
25;339
25;95
25;172
25;154
25;283
25;39
25;131
25;319
25;391
25;152
25;201
25;324
25;189
25;24
25;99
25;360
25;390
25;5
25;257
25;185
25;145
25;92
25;602
25;301
25;293
25;80
25;419
25;218
25;21
25;258
25;615
25;416
25;81
25;425
25;222
25;196
25;617
25;63
25;349
25;100
25;90
25;36
25;386
25;60
25;29
25;93
25;213
25;257
25;149
25;601
25;382
25;344
25;113
25;103
25;292
25;309
25;482
25;355
25;5
25;18
25;199
25;616
25;283
25;107
25;80
25;445
25;24
25;217
25;377
25;108
25;613
25;236
25;24
25;367
25;199
25;31
25;223
25;113
25;376
25;369
25;86
25;607
25;615
25;183
25;28
25;324
25;214
25;140
25;482
25;105
25;45
25;307
25;104
25;107
25;405
25;126
25;53
25;5
25;189
25;308
25;23
25;73
25;245
25;123
25;459
25;309
25;363
25;152
25;205
25;371
25;17
25;311
25;141
25;239
25;82
25;75
25;218
25;30
25;83
25;153
25;310
25;296
25;258
25;208
25;95
25;396
25;122
25;359
25;4
25;463
25;324
25;416
25;134
25;27
25;301
25;435
25;59
25;15
25;117
25;312
25;456
25;15
25;339
25;373
25;177
25;456
25;106
25;135
25;105
25;447
25;173
25;387
25;156
25;340
25;182
25;462
25;275
25;135
25;381
25;9
25;274
25;166
25;421
25;410
25;334
25;108
25;345
25;36
25;188
25;284
25;93
25;142
25;211
25;290
25;141
25;308
25;482
25;19
25;165
25;218
25;324
25;319
25;71
25;256
25;387
25;416
25;308
25;369
25;197
25;40
25;632
25;159
25;204
25;451
25;308
25;462
25;292
25;296
25;308
25;109
25;312
25;122
25;307
25;150
25;201
25;439
25;41
25;166
25;448
25;335
25;67
25;125
25;613
25;384
25;217
25;359
25;617
25;376
25;379
25;23
25;63
25;407
25;37
25;17
25;340
25;291
25;307
25;175
25;15
25;217
25;146
25;302
25;165
25;602
25;368
25;459
25;267
25;337
25;276
25;389
25;304
25;160
25;317
25;174
25;104
25;338
25;168
25;33
25;376
25;3
25;284
25;166
25;94
25;434
25;162
25;271
25;113
25;300
25;24
25;280
25;602
25;23
25;83
25;7
25;72
25;50
25;322
25;409
25;361
25;280
25;425
25;258
25;415
25;33
25;347
25;319
25;276
25;47
25;614
25;39
25;152
25;34
25;375
25;32
25;23
25;65
25;273
25;371
25;212
25;437
25;193
25;265
25;272
25;115
25;173
25;42
25;290
25;94
25;437
25;179
25;150
25;441
25;14
25;307
25;307
25;171
25;38
25;100
25;136
25;385
25;252
25;168
25;135
25;165
25;375
25;331
25;193
25;11
25;101
25;29
25;68
25;360
25;190
25;404
25;235
25;214
25;51
25;356
25;60
25;460
25;16
25;381
25;436
25;344
25;184
25;283
25;202
25;135
25;79
25;624
25;276
25;121
25;105
25;21
25;88
25;442
25;63
25;185
25;340
25;252
25;211
25;140
25;384
25;205
25;208
25;198
25;409
25;284
25;313
25;329
25;112
25;357
25;385
25;53
25;281
25;211
25;93
25;141
25;101
25;456
25;131
25;58
25;171
25;18
25;171
25;105
25;285
25;366
25;620
25;369
25;372
25;286
25;297
25;118
25;380
25;309
25;35
25;255
25;41
25;106
25;462
25;362
25;288
25;167
25;307
25;42
25;185
25;422
25;38
25;57
25;389
25;445
25;449
25;175
25;433
25;85
25;367
25;121
25;215
25;284
25;283
25;432
25;96
25;376
25;604
25;171
25;47
25;381
25;333
25;258
25;310
25;399
25;102
25;624
25;264
25;359
25;63
25;471
25;206
25;611
25;94
25;324
25;468
25;309
25;59
25;356
25;53
25;231
25;635
25;648
25;394
25;108
25;165
25;295
25;297
25;360
25;456
25;258
25;400
25;113
25;339
25;81
25;605
25;23
25;104
25;602
25;456
25;471
25;143
25;293
25;88
25;286
25;434
25;65
25;366
25;88
25;202
25;103
25;109
25;384
25;307
25;9
25;218
25;124
25;255
25;205
25;420
25;348
25;10
25;5
25;38
25;438
25;36
25;127
25;209
25;211
25;22
25;260
25;482
25;390
25;223
25;132
25;182
25;210
25;191
25;160
25;19
25;260
25;255
25;11
25;225
25;35
